osm_id,name,lat,lon,type,phone,website,address_city,address_street,category,tags.amenity,tags.cuisine,tags.name,extracted_emails,instagram,twitter,facebook,meta_description,tags.addr:city,tags.addr:housenumber,tags.addr:postcode,tags.addr:street,tags.fhrs:confidence_management,tags.fhrs:hygiene,tags.fhrs:id,tags.fhrs:local_authority_id,tags.fhrs:rating,tags.fhrs:structural,tags.phone,tags.source,tags.source:addr,tags.source:postcode,tags.website,tags.wheelchair,tags.wikidata,enrichment_error,tags.level,tags.indoor_seating,tags.outdoor_seating,tags.postal_code,tags.wikipedia,tags.brand,tags.brand:wikidata,tags.brand:wikipedia,tags.check_date,tags.contact:website,tags.name:ja,tags.opening_hours,tags.payment:cash,tags.payment:credit_cards,tags.payment:debit_cards,tags.note,tags.diet:vegetarian,linkedin,tags.diet:vegan,tags.name:en,tags.name:zh,tags.takeaway,tags.type,tags.official_name,tags.operator,tags.payment:american_express,tags.contact:instagram,tags.toilets:wheelchair,tags.old_name,tags.addr:country,tags.description,tags.source:addr:postcode,tags.survey:date,tags.reservation,tags.contact:facebook,tags.contact:twitter,tags.contact:phone,tags.addr:floor,tags.contact:fax,tags.addr:housename,tags.addr:place,tags.url,tags.disused,tags.email,tags.opening_hours:signed,tags.wikimedia_commons,tags.branch,tags.addr:interpolation,tags.wifi,tags.opening_hours:note,tags.alt_name,tags.diet:gluten_free,tags.fixme,tags.toilets,tags.toilets:access,tags.entrance,tags.air_conditioning,tags.capacity,tags.check_date:opening_hours,tags.highchair,tags.smoking,tags.name:zh-Hans,tags.name:zh-Hant,tags.building:levels,tags.addr:unit,tags.delivery,tags.name:es,tags.name:pt,tags.internet_access,tags.ref:vatin,tags.stars,tags.brand:en,tags.brand:zh,tags.internet_access:fee,tags.internet_access:ssid,tags.website:menu,tags.bar,tripadvisor,tags.diet:halal,tags.dog,tags.microbrewery,tags.payment:apple_pay,tags.payment:contactless,tags.payment:google_pay,tags.toilets:menstrual_products,tags.diet:meat,tags.check_date:diet:vegetarian,tags.payment:cards,tags.inscription,tags.building,tags.flickr,tags.image,tags.ref:GB:uprn,tags.roof:levels,tags.building:material,tags.roof:colour,tags.building:colour,tags.building:part,tags.toilets:unisex,tags.value,tags.wheelchair:description,tags.building:architecture,tags.source:addr:housenumber,tags.shop,tags.source:postal_code,tags.heritage,tags.heritage:operator,tags.heritage:website,tags.listed_status,tags.ref:GB:nhle,tags.short_name,tags.breakfast,tags.addr:parentstreet,tags.note:name:zh,tags.website:en,tags.serving_system:buffet,tags.payment:mastercard,tags.payment:visa,tags.changing_table,tags.toilets:disposal,tags.toilets:position,tags.cocktails
349937279,Cafe El Buen Gusto,51.5129527,-0.1311998,way,,,London,Frith Street,cafe,cafe,,Cafe El Buen Gusto,,,,,,London,39,,Frith Street,,,,,,,,,,,,no,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,100023472251;10033553189;10033648244,,brick,grey,brown,,,,,,photo,,,,,,,,,,,,,,,,,,,
349937280,Gauthier,51.5127904,-0.1314714,way,,,London,Romilly Street,restaurant,restaurant,,Gauthier,,,,,,London,21,,Romilly Street,5,0,414097,01524/0021/0/000,5,5,,,FSA Food Hygiene Ratings Database,FSA Food Hygiene Ratings Database,,no,,,,,no,W1D 5AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,100023472001,,plaster,grey,white,,,,,,,,,,,,,,,,,,,,,,,,,
349937288,Nusadua,51.5123892,-0.1305829,way,,,,,restaurant,restaurant,indonesian,Nusadua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349937289,Sushi Eatery,51.5129839,-0.1312491,way,,,London,Frith Street,restaurant,restaurant,sushi,Sushi Eatery,,,,,,London,40,,Frith Street,,,,,,,,,,,,,,,,,no,,,,,,2025-06-17,,,,yes,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,10033569945;100023472252;10033526716;10033592781;10033592788,1,brick,grey,brown,,,,,,photo,,,,,,,,,,,,,,,,,,,
349937292,Le Relais de Venise l'Entrecôte,51.5126766,-0.1316654,way,,,,Dean Street,restaurant,restaurant,,Le Relais de Venise l'Entrecôte,,,,,,,50,,Dean Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,10033588808;10033588809;10033602122;10033626212;10033579739,,,grey,white,,,,,,,,,,,,,,,,,,,,,,,,,
350073267,CoCo Fresh Tea & Juice,51.5124644,-0.1315002,way,,,,Dean Street,cafe,cafe,bubble_tea,CoCo Fresh Tea & Juice,,,,,,,52,,Dean Street,,,,,,,,,,,,yes,,,,,,,,CoCo,Q65084369,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,Soho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CoCo,,,,,,,,,,,
475721702,Arirang,51.5155355,-0.1374342,way,+44 20 7437 6633,http://ww.ariranglondon.co.uk/,London,Poland Street,restaurant,restaurant,korean,Arirang,,,,,,London,31-32,W1F 8QN,Poland Street,,,411943,,,,+44 20 7437 6633,,FHRS Open Data,,http://ww.ariranglondon.co.uk/,no,,"HTTPConnectionPool(host='ww.ariranglondon.co.uk', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='ww.ariranglondon.co.uk', port=80): Failed to resolve 'ww.ariranglondon.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475721710,Firebird,51.5154449,-0.1373166,way,+44 7713 737813,https://firebirdlondon.co.uk,London,Poland Street,restaurant,restaurant,international,Firebird,"['hello@firebirdlondon.co.uk', 'hello@firebird.co.uk']",https://www.instagram.com/firebird.london/,,https://www.facebook.com/Firebird-restaurant-109156015147271,,London,29,W1F 8QR,Poland Street,,,1411856,,,,+44 7713 737813,,FHRS Open Data,,https://firebirdlondon.co.uk,yes,,,,yes,yes,,,,,,,,,Mo-Fr 17:00-23:00; Sa 12:00-23:00,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,hello.firebirdlondon@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475721747,Wagamama,51.5141621,-0.1388502,way,+44 20 3794 4338,https://www.wagamama.com/restaurants/london/great-marlborough-street,London,Great Marlborough Street,restaurant,restaurant,asian,Wagamama,['press@wagamama.com?subject=press enquiry'],https://www.instagram.com/wagamama_uk/,https://twitter.com/wagamama_uk,https://www.facebook.com/wagamama,wagamama,London,42,W1F 7JL,Great Marlborough Street,,,,,,,+44 20 3794 4338,,,,,yes,,,0,yes,no,,,Wagamama,Q503715,en:Wagamama,2024-07-26,https://www.wagamama.com/restaurants/london/great-marlborough-street,,Mo-Sa 11:00-23:30; Su 11:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475721753,Ping Pong,51.5142439,-0.1386377,way,,https://www.pingpongdimsum.com/soho/,London,Great Marlborough Street,restaurant,restaurant,chinese,Ping Pong,"['enquiries@pingpong-group.com', 'events@pingpong-group.com']",https://www.instagram.com/pingpongdimsumuk/,https://twitter.com/pingpongdimsum,,"Located in the hear of the West End, the perfect venue for long lunches, celebratory dinners or after work drinks. Serving handmade dim sum & cocktails!",London,45,W1F 7JL,Great Marlborough Street,0,5,428087,01373/0045/0/001,4,10,,,FSA Food Hygiene Ratings Database,,https://www.pingpongdimsum.com/soho/,,,,,yes,yes,,,,,,2024-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477053956,Fatt Pundit,51.5143408,-0.1357411,way,,,London,Berwick Street,restaurant,restaurant,,Fatt Pundit,,,,,,London,77,W1F 8TH,Berwick Street,,,1246214,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,,1,plaster,,white,,,,,,,,,,,,,,,,,,,,,,,,,
477053975,Toi & Moi Café,51.5147702,-0.1357577,way,+44 7453 327 205,,,Berwick Street,cafe,cafe,,Toi & Moi Café,,,,,,,38,,Berwick Street,,,,,,,+44 7453 327 205,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477053976,Blanchette,51.51472,-0.1360937,way,,,London,D'Arblay Street,restaurant,restaurant,,Blanchette,,,,,,London,9,,D'Arblay Street,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,100023471404;10033570798;10033533089;10033551077;10033551078;10033551079;10033591853,1,brick,,brown,,,,,,,,,,,,,,,,,,,,,,,,,
477053977,Fadiga,51.5147981,-0.1360513,way,,,London,D'Arblay Street,restaurant,restaurant,,Fadiga,,,,,,London,71,,D'Arblay Street,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,100023471746;10033530436;10033526698;100022726202,1,brick,,white,,,,,,,,,,,,,,,,,,,,,,,,,
477053978,Co & Ko,51.5147582,-0.1360284,way,,,London,Berwick Street,restaurant,restaurant,japanese;korean,Co & Ko,,,,,,London,72,,Berwick Street,5,5,411344,00335/0072/0/000,5,5,,,FSA Food Hygiene Ratings Database,FSA Food Hygiene Ratings Database,,yes,,,,yes,no,W1F 8TD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,10033582794;100023471944;10033590430;10033644097,,plaster,,white,,,,,,,,,,,,,,,,,,,,,,,,,
477598206,Bodean's,51.5144815,-0.1367602,way,+44 20 7287 7575,https://bodeansbbq.com/,,Poland Street,restaurant,restaurant,barbecue,Bodean's,"['soho@bodeansbbq.com', 'tower@bodeansbbq.com', 'coventgarden@bodeansbbq.com']",https://www.instagram.com/bodeansbbq/?hl=en,,https://www.facebook.com/BodeansBBQGroup/,,,10,,Poland Street,,,414507,,,,+44 20 7287 7575,,,,https://bodeansbbq.com/,,,,,yes,no,,,,,,2024-01-24,,,"Mo-We,Su 12:00-22:00; Th-Sa 12:00-23:00",,yes,yes,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477794244,Starbucks,51.5152844,-0.1351684,way,,https://www.starbucks.com/store-locator/store/2364/wardour-street-hollen-street-170-wardour-street-london-eng-w-1-v-4-la-gb,London,Wardour Street,cafe,cafe,coffee_shop,Starbucks,[],,,,,London,170,W1F 8ZX,Wardour Street,,,1338939,,,,,photograph,FHRS Open Data,,https://www.starbucks.com/store-locator/store/2364/wardour-street-hollen-street-170-wardour-street-london-eng-w-1-v-4-la-gb,yes,,,0,yes,no,,,Starbucks,Q37158,en:Starbucks,2024-09-10,,,,,,,,,,,,,yes,,Starbucks Coffee,,yes,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477968033,The Breakfast Club,51.5147091,-0.13533,way,,http://www.thebreakfastclubsoho.com,,D'Arblay Street,restaurant,restaurant,american,The Breakfast Club,[],https://www.instagram.com/thebrekkyclub/,https://twitter.com/thebrekkyclub,https://www.facebook.com/TheBreakfastClubCafes/,"Breakfast Club. It could have all been so different. Two children of the 80s, searching for that elusive name for their first cafe in Soho…",,33,,D'Arblay Street,,,,,,,,,,,http://www.thebreakfastclubsoho.com,,,,,yes,yes,,,The Breakfast Club,Q56045915,,2025-08-26,,,Mo-Fr 07:30-15:00; Sa-Su 07:30-15:00,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
478529814,Copita,51.5144985,-0.136035,way,,https://www.copita.co.uk/,,D'Arblay Street,restaurant,restaurant,spanish,Copita,[],,,,,,26-27,,D'Arblay Street,,,,,,,,,,,https://www.copita.co.uk/,no,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,
478686282,Kasa and Kin,51.5141774,-0.1369029,way,,,London,Poland Street,restaurant,restaurant,filipino,Kasa and Kin,,,,,,London,52,,Poland Street,,,,,,,,,,,,yes,,,,yes,yes,W1F 7NQ,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478686292,Vasco & Piero's Pavilion Restaurant,51.5147104,-0.1362049,way,,,,,restaurant,restaurant,,Vasco & Piero's Pavilion Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478967748,The Duck and Rice,51.5134614,-0.1350345,way,+44 20 3327 7888,https://theduckandrice.com/,London,Berwick Street,restaurant,restaurant,chinese,The Duck and Rice,"['reservations@theduckandrice.comBATTERSEA', 'bps.reservations@theduckandrice.com', 'reservations@theduckandrice.com']",https://www.instagram.com/p/CXOOBaCF5qe/,,https://facebook.com/theduckandrice,The best Chinese restaurant in Soho. The Duck and Rice mixes classic British pub style and our menus are full of authentic Chinese recipes.,London,90,W1F 0QB,Berwick Street,,,,,,,+44 20 3327 7888,,,,https://theduckandrice.com/,,,,,,,,,,,,2025-09-26,,,Mo-Th 12:00-23:30; Fr-Sa 12:00-00:00; Su 12:00-22:30,yes,yes,yes,,,,,,,,,,,,,,The Endurance,,,,,,,,,,,,,,,reservations@theduckandrice.com,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,retail,,,10033530452;10033644095;10033644096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480012224,Yalla Yalla,51.5124146,-0.1343117,way,,https://www.yalla-yalla.co.uk/,,,restaurant,restaurant,lebanese,Yalla Yalla,,,,,,,,,,,,,,,,,,,,https://www.yalla-yalla.co.uk/,no,,415 Client Error: Unsupported Media Type for url: https://www.yalla-yalla.co.uk/,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,100023469845;100023470168;10033636226;100023470167;10033655146;10033570693;10033648344;10033648345,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,
480954383,Vinoteca,51.5126798,-0.13713,way,+44 20 3544 7411,https://www.vinoteca.co.uk/locations/soho,,Beak Street,restaurant,restaurant,,Vinoteca,,,,,,,53-55,,Beak Street,,,,,,,+44 20 3544 7411,,,,https://www.vinoteca.co.uk/locations/soho,,,404 Client Error: Not Found for url: https://www.vinoteca.co.uk/locations/soho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480954390,Coqfighter,51.5128818,-0.136573,way,,,London,Beak Street,restaurant,restaurant,chicken,Coqfighter,,,,,,London,75,,Beak Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,100023470220;10033570727;100022724983;100022724984;100022724982,,brick,,pink,,,,,,,,,,,,,,,,,,,,,,,,,
563364778,Dozo,51.5133822,-0.131006,way,+44 20 7434 3219,https://www.dozosushi.co.uk/,,Old Compton Street,restaurant,restaurant,japanese,Dozo,[],,,,"Dozo is the best restaurateur in London. First established in South Kensington in 2011, and has been serving premium-quality, contemporary, fine Japanese cuisine ever since.",,32,,Old Compton Street,,,,,,,+44 20 7434 3219,local knowledge,,,https://www.dozosushi.co.uk/,no,,,,,no,,,,,,2025-06-13,,,,,,,,,,,Dozo,居酒屋,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,10033564965;10033564966;100023472023;10033539480;10033585187;10033539479,,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,
563534491,Chotto Matte,51.5139432,-0.1315521,way,,https://chotto-matte.com/london/,London,Frith Street,restaurant,restaurant,japanese,Chotto Matte,[],https://www.instagram.com/chottomatteglobal/,,https://www.facebook.com/chottomatteglobal/,"Experience the best of Japanese and Peruvian cuisine in an electric atmosphere, at Chotto Matte restaurants, located in London, Miami, Toronto and soon Doha.",London,11-13,W1D 4RB,Frith Street,,,428075,01333/0011/0/000,,,,,,,https://chotto-matte.com/london/,,,,,,,,,,,,2025-05-07,,,,,,,,,https://www.linkedin.com/company/chotto-matte,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566772374,Catalan,51.5131061,-0.132343,way,,https://www.ramblalondon.com/,,Dean Street,restaurant,restaurant,catalan,Catalan,,,,,,,64,,Dean Street,,,,,,,,,,,https://www.ramblalondon.com/,,,415 Client Error: Unsupported Media Type for url: https://www.ramblalondon.com/,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,10033642835;10033645228;10033642836;10033642837;100023472342;10033642838;10033654951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570414064,Macellaio,51.5117887,-0.1327878,way,+44 20 3848 1030,https://www.macellaiorc.com/,,Shaftesbury Avenue,restaurant,restaurant,steak_house,Macellaio,[],https://www.instagram.com/macellaiorc/,,https://www.facebook.com/macellaiorc/?locale=en_GB,"Italian Meat in Soho - Italian Meat in London - Corkage free restaurant Londo - Macellaio RC is a family of authentic Italian restaurants and steakhouses in London. Incredible steak, artisan focaccia and pizza.",,39-45,,Shaftesbury Avenue,,,,,,,+44 20 3848 1030,,,,https://www.macellaiorc.com/,,Q21585346,,,,,,,,,,,,,Mo-Su 12:00-22:00; Th-Sa 12:00-23:00,,,,,,https://www.linkedin.com/company/macellaio-rc/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570606952,Bocca Di Lupo,51.5117209,-0.1339998,way,,https://www.boccadilupo.com/,,Archer Street,restaurant,restaurant,italian,Bocca Di Lupo,['info@boccadilupo.com'],https://www.instagram.com/bocca_di_lupo/,https://twitter.com/boccadilupo,,"Jacob Kenedy's regional Italian restaurant and private dining in Soho, central London. ",,12,,Archer Street,,,,,,,,,,,https://www.boccadilupo.com/,,Q26778716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582165121,El Pollote,51.5129684,-0.1388585,way,,,London,Ganton Street,restaurant,restaurant,chicken,El Pollote,,,,,,London,13,W1F 9BL,Ganton Street,,,1619573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sacred Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,100023471201,,,,,,,,,,,,,,,,,,,,Carnaby Street,,,,,,,,,
582220950,Rosa's Thai Cafe,51.5128186,-0.1391682,way,+44 20 7287 9617,https://www.rosasthaicafe.com/,,Ganton Street,restaurant,restaurant,thai,Rosa's Thai Cafe,,,,,,,23a,,Ganton Street,,,,,,,+44 20 7287 9617,,,,https://www.rosasthaicafe.com/,,,"HTTPSConnectionPool(host='www.rosasthaicafe.com', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.rosasthaicafe.com' doesn't match either of 'psxaw.nimsite.uk', 'rosasthai.com', 'rosasthaiveggie.co.uk', 'rosasthaiveggie.com', 'www.rosasthai.com', 'www.rosasthaiveggie.co.uk', 'www.rosasthaiveggie.com'"")))",,,,,,Rosa's Thai Cafe,Q110413602,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,200002817397;100023471033;10033525023;10033592801;10033534583;10033534582;10033592803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582480480,Dehesa,51.5127871,-0.1392882,way,+44 20 7494 4170,https://www.saltyardgroup.co.uk/dehesa/,,Ganton Street,restaurant,restaurant,spanish;italian,Dehesa,"['info@dehesa.co.uk?subject=Enquiry%20via%20www.saltyardgroup.co.uk', 'info@dehesa.co.uk']",https://www.instagram.com/saltyardgroup,https://twitter.com/saltyardgroup,https://www.facebook.com/SaltYardGroupLondon/,"Dehesa is a charcuterie and tapas bar inspired by the cuisine and wines of Spain and Italy. Head Chef Marcin Ciesielski creates a seasonally changing ,delightfully simple tapas menu for the Carnaby masses to enjoy. The heated corner terrace is the largest in Soho; the main dining room is bustling; the wine cellar room is bijou and decadent. It is the perfect spot for enjoying a friendly atmosphere with a hint of Spanish flair. A good time in Soho starts at Dehesa!",,25,,Ganton Street,,,,,,,+44 20 7494 4170,,,,https://www.saltyardgroup.co.uk/dehesa/,yes,,,,yes,yes,,,,,,,,,,,,,,,https://www.linkedin.com/company/salt-yard-group,,,,,,,,,,,,,Dehesa is a charcuterie and tapas bar inspired by the cuisine of Spain and Italy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582496982,The Counter,51.5127331,-0.1392156,way,,,,Kingly Street,restaurant,restaurant,mediterranean,The Counter,,,,,,,15,,Kingly Street,,,,,,,,,,,,yes,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,Jinjuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582504160,Dirty Bones,51.5126232,-0.1390745,way,,,,Kingly Street,restaurant,restaurant,burger,Dirty Bones,,,,,,,13,,Kingly Street,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wright Brothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583080639,Kolamba,51.5130413,-0.1395557,way,+44 20 3815 4201,https://kolamba.co.uk/,,Kingly Street,restaurant,restaurant,sri_lankan,Kolamba,,,,,,,21,,Kingly Street,,,,,,,+44 20 3815 4201,,,,https://kolamba.co.uk/,no,,"HTTPSConnectionPool(host='kolamba.co.uk', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1129)')))",,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sri Lankan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586459031,Ember Yard,51.5153848,-0.1365564,way,+44 20 7439 8057,https://www.saltyardgroup.co.uk/restaurants/ember-yard,London,Berwick Street,restaurant,restaurant,spanish;italian,Ember Yard,"['info@emberyard.co.uk', 'info@emberyard.co.uk?subject=Enquiry%20via%20www.saltyardgroup.co.uk']",https://www.instagram.com/saltyardgroup,https://twitter.com/saltyardgroup,https://www.facebook.com/SaltYardGroupLondon/,"Ember Yard specialises in dishes inspired by the fantastic wood-fired grills of Spain and Italy. Exec Chef Lukasz Kielbasinski creates exceptional small and large sharing plates. No fuss. No fanfare. Just flavour. Located in the heart of Soho over two floors, including an exciting downstairs space known as The Ember Bar, a slick area in which to indulge on small plates over our impressive cocktail list. Find yourself amongst an electric and buzzy atmosphere, making it a perfect space to relax with a drink pre or post-dinner.",London,60,W1F 8SU,Berwick Street,,,804085,,,,+44 20 7439 8057,,,,https://www.saltyardgroup.co.uk/restaurants/ember-yard,,,,,yes,yes,,,,,,2024-05-14,,,,,,,,,https://www.linkedin.com/company/salt-yard-group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893059522,Cho Won,51.5130344,-0.1307825,way,,,London,Romilly Street,restaurant,restaurant,korean,Cho Won,,,,,,London,27,,Romilly Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,10033644335;100023472004;10033587243,1,plaster,grey,white,,,,,,photo,,,,,,,,,,,,,,,,,,,
